source_file,raw_rows,kept_rows,dropped_rows,status
snapshot_sym1_date17_pm.csv,1999,1900,99,成功
snapshot_sym1_date18_am.csv,1999,1900,99,成功
snapshot_sym1_date18_pm.csv,1999,1900,99,成功
snapshot_sym1_date19_am.csv,1999,1900,99,成功
snapshot_sym1_date19_pm.csv,1999,1900,99,成功
snapshot_sym1_date1_am.csv,1999,1900,99,成功
snapshot_sym1_date1_pm.csv,1999,1900,99,成功
snapshot_sym1_date20_am.csv,1999,1900,99,成功
snapshot_sym1_date20_pm.csv,1999,1900,99,成功
snapshot_sym1_date21_am.csv,1999,1900,99,成功
snapshot_sym1_date21_pm.csv,1999,1900,99,成功
snapshot_sym1_date22_am.csv,1999,1900,99,成功
snapshot_sym1_date22_pm.csv,1999,1900,99,成功
snapshot_sym1_date23_am.csv,1999,1900,99,成功
snapshot_sym1_date23_pm.csv,1999,1900,99,成功
snapshot_sym1_date24_am.csv,1999,1900,99,成功
snapshot_sym1_date24_pm.csv,1999,1900,99,成功
snapshot_sym1_date25_am.csv,1999,1900,99,成功
snapshot_sym1_date25_pm.csv,1999,1900,99,成功
snapshot_sym1_date26_am.csv,1999,1900,99,成功
snapshot_sym1_date26_pm.csv,1999,1900,99,成功
snapshot_sym1_date27_am.csv,1999,1900,99,成功
snapshot_sym1_date27_pm.csv,1999,1900,99,成功
snapshot_sym1_date28_am.csv,1999,1900,99,成功
snapshot_sym1_date28_pm.csv,1999,1900,99,成功
snapshot_sym1_date29_am.csv,1999,1900,99,成功
snapshot_sym1_date29_pm.csv,1999,1900,99,成功
snapshot_sym1_date2_am.csv,1999,1900,99,成功
snapshot_sym1_date2_pm.csv,1999,1900,99,成功
snapshot_sym1_date30_am.csv,1999,1900,99,成功
snapshot_sym1_date30_pm.csv,1999,1900,99,成功
snapshot_sym1_date31_am.csv,1999,1900,99,成功
snapshot_sym1_date31_pm.csv,1999,1900,99,成功
snapshot_sym1_date32_am.csv,1999,1900,99,成功
snapshot_sym1_date32_pm.csv,1999,1900,99,成功
snapshot_sym1_date33_am.csv,1999,1900,99,成功
snapshot_sym1_date33_pm.csv,1999,1900,99,成功
snapshot_sym1_date34_am.csv,1999,1900,99,成功
snapshot_sym1_date34_pm.csv,1999,1900,99,成功
snapshot_sym1_date35_am.csv,1999,1900,99,成功
snapshot_sym1_date35_pm.csv,1999,1900,99,成功
snapshot_sym1_date36_am.csv,1999,1900,99,成功
snapshot_sym1_date36_pm.csv,1999,1900,99,成功
snapshot_sym1_date37_am.csv,1999,1900,99,成功
snapshot_sym1_date37_pm.csv,1999,1900,99,成功
snapshot_sym1_date38_am.csv,1999,1900,99,成功
snapshot_sym1_date38_pm.csv,1999,1900,99,成功
snapshot_sym1_date39_am.csv,1999,1900,99,成功
snapshot_sym1_date39_pm.csv,1999,1900,99,成功
snapshot_sym1_date3_am.csv,1999,1900,99,成功
snapshot_sym1_date3_pm.csv,1999,1900,99,成功
snapshot_sym1_date40_am.csv,1999,1900,99,成功
snapshot_sym1_date40_pm.csv,1999,1900,99,成功
snapshot_sym1_date41_am.csv,1999,1900,99,成功
snapshot_sym1_date41_pm.csv,1999,1900,99,成功
snapshot_sym1_date42_pm.csv,1999,1900,99,成功
snapshot_sym1_date43_am.csv,1999,1900,99,成功
snapshot_sym1_date43_pm.csv,1999,1900,99,成功
snapshot_sym1_date44_pm.csv,1999,1900,99,成功
snapshot_sym1_date45_am.csv,1999,1900,99,成功
snapshot_sym1_date45_pm.csv,1999,1900,99,成功
snapshot_sym1_date46_am.csv,1999,1900,99,成功
snapshot_sym1_date46_pm.csv,1999,1900,99,成功
snapshot_sym1_date47_am.csv,1999,1900,99,成功
snapshot_sym1_date47_pm.csv,1999,1900,99,成功
snapshot_sym1_date48_am.csv,1999,1900,99,成功
snapshot_sym1_date48_pm.csv,1999,1900,99,成功
snapshot_sym1_date49_am.csv,1999,1900,99,成功
snapshot_sym1_date49_pm.csv,1999,1900,99,成功
snapshot_sym1_date4_am.csv,1999,1900,99,成功
snapshot_sym1_date4_pm.csv,1999,1900,99,成功
snapshot_sym1_date50_am.csv,1999,1900,99,成功
snapshot_sym1_date50_pm.csv,1999,1900,99,成功
snapshot_sym1_date51_am.csv,1999,1900,99,成功
snapshot_sym1_date51_pm.csv,1999,1900,99,成功
snapshot_sym1_date52_am.csv,1999,1900,99,成功
snapshot_sym1_date52_pm.csv,1999,1900,99,成功
snapshot_sym1_date53_am.csv,1999,1900,99,成功
snapshot_sym1_date53_pm.csv,1999,1900,99,成功
snapshot_sym1_date54_am.csv,1999,1900,99,成功
snapshot_sym1_date54_pm.csv,1999,1900,99,成功
snapshot_sym1_date55_am.csv,1999,1900,99,成功
snapshot_sym1_date55_pm.csv,1999,1900,99,成功
snapshot_sym1_date56_am.csv,1999,1900,99,成功
snapshot_sym1_date56_pm.csv,1999,1900,99,成功
snapshot_sym1_date57_am.csv,1999,1900,99,成功
snapshot_sym1_date57_pm.csv,1999,1900,99,成功
snapshot_sym1_date58_am.csv,1999,1900,99,成功
snapshot_sym1_date58_pm.csv,1999,1900,99,成功
snapshot_sym1_date59_am.csv,1999,1900,99,成功
snapshot_sym1_date59_pm.csv,1999,1900,99,成功
snapshot_sym1_date5_am.csv,1999,1900,99,成功
snapshot_sym1_date5_pm.csv,1999,1900,99,成功
snapshot_sym1_date60_am.csv,1999,1900,99,成功
snapshot_sym1_date60_pm.csv,1999,1900,99,成功
snapshot_sym1_date61_am.csv,1999,1900,99,成功
snapshot_sym1_date61_pm.csv,1999,1900,99,成功
snapshot_sym1_date62_am.csv,1999,1900,99,成功
snapshot_sym1_date62_pm.csv,1999,1900,99,成功
snapshot_sym1_date63_am.csv,1999,1900,99,成功
snapshot_sym1_date63_pm.csv,1999,1900,99,成功
snapshot_sym1_date64_am.csv,1999,1900,99,成功
snapshot_sym1_date64_pm.csv,1999,1900,99,成功
snapshot_sym1_date65_am.csv,1999,1900,99,成功
snapshot_sym1_date65_pm.csv,1999,1900,99,成功
snapshot_sym1_date66_am.csv,1999,1900,99,成功
snapshot_sym1_date66_pm.csv,1999,1900,99,成功
snapshot_sym1_date67_am.csv,1999,1900,99,成功
snapshot_sym1_date67_pm.csv,1999,1900,99,成功
snapshot_sym1_date68_am.csv,1999,1900,99,成功
snapshot_sym1_date68_pm.csv,1999,1900,99,成功
snapshot_sym1_date69_am.csv,1999,1900,99,成功
snapshot_sym1_date69_pm.csv,1999,1900,99,成功
snapshot_sym1_date6_am.csv,1999,1900,99,成功
snapshot_sym1_date6_pm.csv,1999,1900,99,成功
snapshot_sym1_date70_am.csv,1999,1900,99,成功
snapshot_sym1_date70_pm.csv,1999,1900,99,成功
snapshot_sym1_date71_am.csv,1999,1900,99,成功
snapshot_sym1_date71_pm.csv,1999,1900,99,成功
snapshot_sym1_date72_am.csv,1999,1900,99,成功
snapshot_sym1_date72_pm.csv,1999,1900,99,成功
snapshot_sym1_date73_am.csv,1999,1900,99,成功
snapshot_sym1_date73_pm.csv,1999,1900,99,成功
snapshot_sym1_date74_am.csv,1999,1900,99,成功
snapshot_sym1_date74_pm.csv,1999,1900,99,成功
snapshot_sym1_date75_am.csv,1999,1900,99,成功
snapshot_sym1_date75_pm.csv,1999,1900,99,成功
snapshot_sym1_date76_am.csv,1999,1900,99,成功
snapshot_sym1_date76_pm.csv,1999,1900,99,成功
snapshot_sym1_date77_am.csv,1999,1900,99,成功
snapshot_sym1_date77_pm.csv,1999,1900,99,成功
snapshot_sym1_date78_am.csv,1999,1900,99,成功
snapshot_sym1_date78_pm.csv,1999,1900,99,成功
snapshot_sym1_date7_am.csv,1999,1900,99,成功
snapshot_sym1_date7_pm.csv,1999,1900,99,成功
snapshot_sym1_date8_am.csv,1999,1900,99,成功
snapshot_sym1_date8_pm.csv,1999,1900,99,成功
snapshot_sym1_date9_am.csv,1999,1900,99,成功
snapshot_sym1_date9_pm.csv,1999,1900,99,成功
snapshot_sym2_date0_am.csv,1999,1900,99,成功
snapshot_sym2_date0_pm.csv,1999,1900,99,成功
snapshot_sym2_date10_am.csv,1999,1900,99,成功
snapshot_sym2_date10_pm.csv,1999,1900,99,成功
snapshot_sym2_date11_am.csv,1999,1900,99,成功
snapshot_sym2_date11_pm.csv,1999,1900,99,成功
snapshot_sym2_date12_am.csv,1999,1900,99,成功
snapshot_sym2_date12_pm.csv,1999,1900,99,成功
snapshot_sym2_date13_am.csv,1999,1900,99,成功
snapshot_sym2_date13_pm.csv,1999,1900,99,成功
snapshot_sym2_date14_am.csv,1999,1900,99,成功
snapshot_sym2_date14_pm.csv,1999,1900,99,成功
snapshot_sym2_date15_am.csv,1999,1900,99,成功
snapshot_sym2_date15_pm.csv,1999,1900,99,成功
snapshot_sym2_date16_am.csv,1999,1900,99,成功
snapshot_sym2_date16_pm.csv,1999,1900,99,成功
snapshot_sym2_date17_am.csv,1999,1900,99,成功
snapshot_sym2_date17_pm.csv,1999,1900,99,成功
snapshot_sym2_date18_am.csv,1999,1900,99,成功
snapshot_sym2_date18_pm.csv,1999,1900,99,成功
snapshot_sym2_date19_am.csv,1999,1900,99,成功
snapshot_sym2_date19_pm.csv,1999,1900,99,成功
snapshot_sym2_date1_am.csv,1999,1900,99,成功
snapshot_sym2_date1_pm.csv,1999,1900,99,成功
snapshot_sym2_date20_am.csv,1999,1900,99,成功
snapshot_sym2_date20_pm.csv,1999,1900,99,成功
snapshot_sym2_date21_am.csv,1999,1900,99,成功
snapshot_sym2_date21_pm.csv,1999,1900,99,成功
snapshot_sym2_date22_am.csv,1999,1900,99,成功
snapshot_sym2_date22_pm.csv,1999,1900,99,成功
snapshot_sym2_date23_am.csv,1999,1900,99,成功
snapshot_sym2_date23_pm.csv,1999,1900,99,成功
snapshot_sym2_date24_am.csv,1999,1900,99,成功
snapshot_sym2_date24_pm.csv,1999,1900,99,成功
snapshot_sym2_date25_am.csv,1999,1900,99,成功
snapshot_sym2_date25_pm.csv,1999,1900,99,成功
snapshot_sym2_date26_am.csv,1999,1900,99,成功
snapshot_sym2_date26_pm.csv,1999,1900,99,成功
snapshot_sym2_date27_am.csv,1999,1900,99,成功
snapshot_sym2_date27_pm.csv,1999,1900,99,成功
snapshot_sym2_date28_am.csv,1999,1900,99,成功
snapshot_sym2_date28_pm.csv,1999,1900,99,成功
snapshot_sym2_date29_am.csv,1999,1900,99,成功
snapshot_sym2_date29_pm.csv,1999,1900,99,成功
snapshot_sym2_date2_am.csv,1999,1900,99,成功
snapshot_sym2_date2_pm.csv,1999,1900,99,成功
snapshot_sym2_date30_am.csv,1999,1900,99,成功
snapshot_sym2_date30_pm.csv,1999,1900,99,成功
snapshot_sym2_date31_am.csv,1999,1900,99,成功
snapshot_sym2_date31_pm.csv,1999,1900,99,成功
snapshot_sym2_date32_am.csv,1999,1900,99,成功
snapshot_sym2_date32_pm.csv,1999,1900,99,成功
snapshot_sym2_date33_am.csv,1999,1900,99,成功
snapshot_sym2_date33_pm.csv,1999,1900,99,成功
snapshot_sym2_date34_am.csv,1999,1900,99,成功
snapshot_sym2_date34_pm.csv,1999,1900,99,成功
snapshot_sym2_date35_am.csv,1999,1900,99,成功
snapshot_sym2_date35_pm.csv,1999,1900,99,成功
snapshot_sym2_date36_am.csv,1999,1900,99,成功
snapshot_sym2_date36_pm.csv,1999,1900,99,成功
snapshot_sym2_date37_am.csv,1999,1900,99,成功
snapshot_sym2_date37_pm.csv,1999,1900,99,成功
snapshot_sym2_date38_am.csv,1999,1900,99,成功
snapshot_sym2_date38_pm.csv,1999,1900,99,成功
snapshot_sym2_date39_am.csv,1999,1900,99,成功
snapshot_sym2_date39_pm.csv,1999,1900,99,成功
snapshot_sym2_date3_am.csv,1999,1900,99,成功
snapshot_sym2_date3_pm.csv,1999,1900,99,成功
snapshot_sym2_date40_am.csv,1999,1900,99,成功
snapshot_sym2_date40_pm.csv,1999,1900,99,成功
snapshot_sym2_date41_am.csv,1999,1900,99,成功
snapshot_sym2_date41_pm.csv,1999,1900,99,成功
snapshot_sym2_date42_pm.csv,1999,1900,99,成功
snapshot_sym2_date43_am.csv,1999,1900,99,成功
snapshot_sym2_date43_pm.csv,1999,1900,99,成功
snapshot_sym2_date44_pm.csv,1999,1900,99,成功
snapshot_sym2_date45_am.csv,1999,1900,99,成功
snapshot_sym2_date45_pm.csv,1999,1900,99,成功
snapshot_sym2_date46_am.csv,1999,1900,99,成功
snapshot_sym2_date46_pm.csv,1999,1900,99,成功
snapshot_sym2_date47_am.csv,1999,1900,99,成功
snapshot_sym2_date47_pm.csv,1999,1900,99,成功
snapshot_sym2_date48_am.csv,1999,1900,99,成功
snapshot_sym2_date48_pm.csv,1999,1900,99,成功
snapshot_sym2_date49_am.csv,1999,1900,99,成功
snapshot_sym2_date49_pm.csv,1999,1900,99,成功
snapshot_sym2_date4_am.csv,1999,1900,99,成功
snapshot_sym2_date4_pm.csv,1999,1900,99,成功
snapshot_sym2_date50_am.csv,1999,1900,99,成功
snapshot_sym2_date50_pm.csv,1999,1900,99,成功
snapshot_sym2_date51_am.csv,1999,1900,99,成功
snapshot_sym2_date51_pm.csv,1999,1900,99,成功
snapshot_sym2_date52_am.csv,1999,1900,99,成功
snapshot_sym2_date52_pm.csv,1999,1900,99,成功
snapshot_sym2_date53_am.csv,1999,1900,99,成功
snapshot_sym2_date53_pm.csv,1999,1900,99,成功
snapshot_sym2_date54_am.csv,1999,1900,99,成功
snapshot_sym2_date54_pm.csv,1999,1900,99,成功
snapshot_sym2_date55_am.csv,1999,1900,99,成功
snapshot_sym2_date55_pm.csv,1999,1900,99,成功
snapshot_sym2_date56_am.csv,1999,1900,99,成功
snapshot_sym2_date56_pm.csv,1999,1900,99,成功
snapshot_sym2_date57_am.csv,1999,1900,99,成功
snapshot_sym2_date57_pm.csv,1999,1900,99,成功
snapshot_sym2_date58_am.csv,1999,1900,99,成功
snapshot_sym2_date58_pm.csv,1999,1900,99,成功
snapshot_sym2_date59_am.csv,1999,1900,99,成功
snapshot_sym2_date59_pm.csv,1999,1900,99,成功
snapshot_sym2_date5_am.csv,1999,1900,99,成功
snapshot_sym2_date5_pm.csv,1999,1900,99,成功
snapshot_sym2_date60_am.csv,1999,1900,99,成功
snapshot_sym2_date60_pm.csv,1999,1900,99,成功
snapshot_sym2_date61_am.csv,1999,1900,99,成功
snapshot_sym2_date61_pm.csv,1999,1900,99,成功
snapshot_sym2_date62_am.csv,1999,1900,99,成功
snapshot_sym2_date62_pm.csv,1999,1900,99,成功
snapshot_sym2_date63_am.csv,1999,1900,99,成功
snapshot_sym2_date63_pm.csv,1999,1900,99,成功
snapshot_sym2_date64_am.csv,1999,1900,99,成功
snapshot_sym2_date64_pm.csv,1999,1900,99,成功
snapshot_sym2_date65_am.csv,1999,1900,99,成功
snapshot_sym2_date65_pm.csv,1999,1900,99,成功
snapshot_sym2_date66_am.csv,1999,1900,99,成功
snapshot_sym2_date66_pm.csv,1999,1900,99,成功
snapshot_sym2_date67_am.csv,1999,1900,99,成功
snapshot_sym2_date67_pm.csv,1999,1900,99,成功
snapshot_sym2_date68_am.csv,1999,1900,99,成功
snapshot_sym2_date68_pm.csv,1999,1900,99,成功
snapshot_sym2_date69_am.csv,1999,1900,99,成功
snapshot_sym2_date69_pm.csv,1999,1900,99,成功
snapshot_sym2_date6_am.csv,1999,1900,99,成功
snapshot_sym2_date6_pm.csv,1999,1900,99,成功
snapshot_sym2_date70_am.csv,1999,1900,99,成功
snapshot_sym2_date70_pm.csv,1999,1900,99,成功
snapshot_sym2_date71_am.csv,1999,1900,99,成功
snapshot_sym2_date71_pm.csv,1999,1900,99,成功
snapshot_sym2_date72_am.csv,1999,1900,99,成功
snapshot_sym2_date72_pm.csv,1999,1900,99,成功
snapshot_sym2_date73_am.csv,1999,1900,99,成功
snapshot_sym2_date73_pm.csv,1999,1900,99,成功
snapshot_sym2_date74_am.csv,1999,1900,99,成功
snapshot_sym2_date74_pm.csv,1999,1900,99,成功
snapshot_sym2_date75_am.csv,1999,1900,99,成功
snapshot_sym2_date75_pm.csv,1999,1900,99,成功
snapshot_sym2_date76_am.csv,1999,1900,99,成功
snapshot_sym2_date76_pm.csv,1999,1900,99,成功
snapshot_sym2_date77_am.csv,1999,1900,99,成功
snapshot_sym2_date77_pm.csv,1999,1900,99,成功
snapshot_sym2_date78_am.csv,1999,1900,99,成功
snapshot_sym2_date78_pm.csv,1999,1900,99,成功
snapshot_sym2_date7_am.csv,1999,1900,99,成功
snapshot_sym2_date7_pm.csv,1999,1900,99,成功
snapshot_sym2_date8_am.csv,1999,1900,99,成功
snapshot_sym2_date8_pm.csv,1999,1900,99,成功
snapshot_sym2_date9_am.csv,1999,1900,99,成功
snapshot_sym2_date9_pm.csv,1999,1900,99,成功
snapshot_sym3_date0_am.csv,1999,1900,99,成功
snapshot_sym3_date0_pm.csv,1999,1900,99,成功
snapshot_sym3_date10_am.csv,1999,1900,99,成功
snapshot_sym3_date10_pm.csv,1999,1900,99,成功
snapshot_sym3_date11_am.csv,1999,1900,99,成功
snapshot_sym3_date11_pm.csv,1999,1900,99,成功
snapshot_sym3_date12_am.csv,1999,1900,99,成功
snapshot_sym3_date12_pm.csv,1999,1900,99,成功
snapshot_sym3_date13_am.csv,1999,1900,99,成功
snapshot_sym3_date13_pm.csv,1999,1900,99,成功
snapshot_sym3_date14_am.csv,1999,1900,99,成功
snapshot_sym3_date14_pm.csv,1999,1900,99,成功
snapshot_sym3_date15_am.csv,1999,1900,99,成功
snapshot_sym3_date15_pm.csv,1999,1900,99,成功
snapshot_sym3_date16_am.csv,1999,1900,99,成功
snapshot_sym3_date16_pm.csv,1999,1900,99,成功
snapshot_sym3_date17_am.csv,1999,1900,99,成功
snapshot_sym3_date17_pm.csv,1999,1900,99,成功
snapshot_sym3_date18_am.csv,1999,1900,99,成功
snapshot_sym3_date18_pm.csv,1999,1900,99,成功
snapshot_sym3_date19_am.csv,1999,1900,99,成功
snapshot_sym3_date19_pm.csv,1999,1900,99,成功
snapshot_sym3_date1_am.csv,1999,1900,99,成功
snapshot_sym3_date1_pm.csv,1999,1900,99,成功
snapshot_sym3_date20_am.csv,1999,1900,99,成功
snapshot_sym3_date20_pm.csv,1999,1900,99,成功
snapshot_sym3_date21_am.csv,1999,1900,99,成功
snapshot_sym3_date21_pm.csv,1999,1900,99,成功
snapshot_sym3_date22_am.csv,1999,1900,99,成功
snapshot_sym3_date22_pm.csv,1999,1900,99,成功
snapshot_sym3_date23_am.csv,1999,1900,99,成功
