source_file,label,direction,match_count,total_count,match_ratio
snapshot_sym0_date16_pm.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date16_pm.csv,label_40,past,1621,1959,0.8275
snapshot_sym0_date16_pm.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date16_pm.csv,label_60,past,1556,1939,0.8025
snapshot_sym0_date17_am.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date17_am.csv,label_5,past,1367,1994,0.6856
snapshot_sym0_date17_am.csv,label_10,future,1989,1989,1.0
snapshot_sym0_date17_am.csv,label_10,past,1052,1989,0.5289
snapshot_sym0_date17_am.csv,label_20,future,1979,1979,1.0
snapshot_sym0_date17_am.csv,label_20,past,1405,1979,0.71
snapshot_sym0_date17_am.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date17_am.csv,label_40,past,1002,1959,0.5115
snapshot_sym0_date17_am.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date17_am.csv,label_60,past,748,1939,0.3858
snapshot_sym0_date17_pm.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date17_pm.csv,label_5,past,1943,1994,0.9744
snapshot_sym0_date17_pm.csv,label_10,future,1989,1989,1.0
snapshot_sym0_date17_pm.csv,label_10,past,1845,1989,0.9276
snapshot_sym0_date17_pm.csv,label_20,future,1979,1979,1.0
snapshot_sym0_date17_pm.csv,label_20,past,1959,1979,0.9899
snapshot_sym0_date17_pm.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date17_pm.csv,label_40,past,1848,1959,0.9433
snapshot_sym0_date17_pm.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date17_pm.csv,label_60,past,1749,1939,0.902
snapshot_sym0_date18_am.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date18_am.csv,label_5,past,1325,1994,0.6645
snapshot_sym0_date18_am.csv,label_10,future,1989,1989,1.0
snapshot_sym0_date18_am.csv,label_10,past,1038,1989,0.5219
snapshot_sym0_date18_am.csv,label_20,future,1979,1979,1.0
snapshot_sym0_date18_am.csv,label_20,past,1181,1979,0.5968
snapshot_sym0_date18_am.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date18_am.csv,label_40,past,880,1959,0.4492
snapshot_sym0_date18_am.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date18_am.csv,label_60,past,736,1939,0.3796
snapshot_sym0_date18_pm.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date18_pm.csv,label_5,past,1509,1994,0.7568
snapshot_sym0_date18_pm.csv,label_10,future,1989,1989,1.0
snapshot_sym0_date18_pm.csv,label_10,past,1187,1989,0.5968
snapshot_sym0_date18_pm.csv,label_20,future,1979,1979,1.0
snapshot_sym0_date18_pm.csv,label_20,past,1547,1979,0.7817
snapshot_sym0_date18_pm.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date18_pm.csv,label_40,past,1138,1959,0.5809
snapshot_sym0_date18_pm.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date18_pm.csv,label_60,past,918,1939,0.4734
snapshot_sym0_date19_am.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date19_am.csv,label_5,past,1519,1994,0.7618
snapshot_sym0_date19_am.csv,label_10,future,1989,1989,1.0
snapshot_sym0_date19_am.csv,label_10,past,1182,1989,0.5943
snapshot_sym0_date19_am.csv,label_20,future,1979,1979,1.0
snapshot_sym0_date19_am.csv,label_20,past,1127,1979,0.5695
snapshot_sym0_date19_am.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date19_am.csv,label_40,past,847,1959,0.4324
snapshot_sym0_date19_am.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date19_am.csv,label_60,past,731,1939,0.377
snapshot_sym0_date19_pm.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date19_pm.csv,label_5,past,1892,1994,0.9488
snapshot_sym0_date19_pm.csv,label_10,future,1989,1989,1.0
snapshot_sym0_date19_pm.csv,label_10,past,1760,1989,0.8849
snapshot_sym0_date19_pm.csv,label_20,future,1979,1979,1.0
snapshot_sym0_date19_pm.csv,label_20,past,1827,1979,0.9232
snapshot_sym0_date19_pm.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date19_pm.csv,label_40,past,1573,1959,0.803
snapshot_sym0_date19_pm.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date19_pm.csv,label_60,past,1277,1939,0.6586
snapshot_sym0_date1_am.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date1_am.csv,label_5,past,1621,1994,0.8129
snapshot_sym0_date1_am.csv,label_10,future,1989,1989,1.0
snapshot_sym0_date1_am.csv,label_10,past,1300,1989,0.6536
snapshot_sym0_date1_am.csv,label_20,future,1979,1979,1.0
snapshot_sym0_date1_am.csv,label_20,past,1516,1979,0.766
snapshot_sym0_date1_am.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date1_am.csv,label_40,past,1085,1959,0.5539
snapshot_sym0_date1_am.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date1_am.csv,label_60,past,765,1939,0.3945
snapshot_sym0_date1_pm.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date1_pm.csv,label_5,past,1714,1994,0.8596
snapshot_sym0_date1_pm.csv,label_10,future,1989,1989,1.0
snapshot_sym0_date1_pm.csv,label_10,past,1409,1989,0.7084
snapshot_sym0_date1_pm.csv,label_20,future,1979,1979,1.0
snapshot_sym0_date1_pm.csv,label_20,past,1783,1979,0.901
snapshot_sym0_date1_pm.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date1_pm.csv,label_40,past,1309,1959,0.6682
snapshot_sym0_date1_pm.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date1_pm.csv,label_60,past,1066,1939,0.5498
snapshot_sym0_date20_am.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date20_am.csv,label_5,past,1503,1994,0.7538
snapshot_sym0_date20_am.csv,label_10,future,1989,1989,1.0
snapshot_sym0_date20_am.csv,label_10,past,1195,1989,0.6008
snapshot_sym0_date20_am.csv,label_20,future,1979,1979,1.0
snapshot_sym0_date20_am.csv,label_20,past,1378,1979,0.6963
snapshot_sym0_date20_am.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date20_am.csv,label_40,past,1061,1959,0.5416
snapshot_sym0_date20_am.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date20_am.csv,label_60,past,935,1939,0.4822
snapshot_sym0_date20_pm.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date20_pm.csv,label_5,past,1854,1994,0.9298
snapshot_sym0_date20_pm.csv,label_10,future,1989,1989,1.0
snapshot_sym0_date20_pm.csv,label_10,past,1672,1989,0.8406
snapshot_sym0_date20_pm.csv,label_20,future,1979,1979,1.0
snapshot_sym0_date20_pm.csv,label_20,past,1724,1979,0.8711
snapshot_sym0_date20_pm.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date20_pm.csv,label_40,past,1231,1959,0.6284
snapshot_sym0_date20_pm.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date20_pm.csv,label_60,past,910,1939,0.4693
snapshot_sym0_date21_am.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date21_am.csv,label_5,past,1571,1994,0.7879
snapshot_sym0_date21_am.csv,label_10,future,1989,1989,1.0
snapshot_sym0_date21_am.csv,label_10,past,1260,1989,0.6335
snapshot_sym0_date21_am.csv,label_20,future,1979,1979,1.0
snapshot_sym0_date21_am.csv,label_20,past,1169,1979,0.5907
snapshot_sym0_date21_am.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date21_am.csv,label_40,past,790,1959,0.4033
snapshot_sym0_date21_am.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date21_am.csv,label_60,past,663,1939,0.3419
snapshot_sym0_date21_pm.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date21_pm.csv,label_5,past,1834,1994,0.9198
snapshot_sym0_date21_pm.csv,label_10,future,1989,1989,1.0
snapshot_sym0_date21_pm.csv,label_10,past,1625,1989,0.817
snapshot_sym0_date21_pm.csv,label_20,future,1979,1979,1.0
snapshot_sym0_date21_pm.csv,label_20,past,1622,1979,0.8196
snapshot_sym0_date21_pm.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date21_pm.csv,label_40,past,1072,1959,0.5472
snapshot_sym0_date21_pm.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date21_pm.csv,label_60,past,658,1939,0.3394
snapshot_sym0_date22_am.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date22_am.csv,label_5,past,1749,1994,0.8771
snapshot_sym0_date22_am.csv,label_10,future,1989,1989,1.0
snapshot_sym0_date22_am.csv,label_10,past,1504,1989,0.7562
snapshot_sym0_date22_am.csv,label_20,future,1979,1979,1.0
snapshot_sym0_date22_am.csv,label_20,past,1429,1979,0.7221
snapshot_sym0_date22_am.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date22_am.csv,label_40,past,905,1959,0.462
snapshot_sym0_date22_am.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date22_am.csv,label_60,past,602,1939,0.3105
snapshot_sym0_date22_pm.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date22_pm.csv,label_5,past,1909,1994,0.9574
snapshot_sym0_date22_pm.csv,label_10,future,1989,1989,1.0
snapshot_sym0_date22_pm.csv,label_10,past,1740,1989,0.8748
snapshot_sym0_date22_pm.csv,label_20,future,1979,1979,1.0
snapshot_sym0_date22_pm.csv,label_20,past,1822,1979,0.9207
snapshot_sym0_date22_pm.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date22_pm.csv,label_40,past,1513,1959,0.7723
snapshot_sym0_date22_pm.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date22_pm.csv,label_60,past,1156,1939,0.5962
snapshot_sym0_date23_am.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date23_am.csv,label_5,past,1648,1994,0.8265
snapshot_sym0_date23_am.csv,label_10,future,1989,1989,1.0
snapshot_sym0_date23_am.csv,label_10,past,1295,1989,0.6511
snapshot_sym0_date23_am.csv,label_20,future,1979,1979,1.0
snapshot_sym0_date23_am.csv,label_20,past,1259,1979,0.6362
snapshot_sym0_date23_am.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date23_am.csv,label_40,past,777,1959,0.3966
snapshot_sym0_date23_am.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date23_am.csv,label_60,past,625,1939,0.3223
snapshot_sym0_date23_pm.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date23_pm.csv,label_5,past,1765,1994,0.8852
snapshot_sym0_date23_pm.csv,label_10,future,1989,1989,1.0
snapshot_sym0_date23_pm.csv,label_10,past,1554,1989,0.7813
snapshot_sym0_date23_pm.csv,label_20,future,1979,1979,1.0
snapshot_sym0_date23_pm.csv,label_20,past,1678,1979,0.8479
snapshot_sym0_date23_pm.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date23_pm.csv,label_40,past,1274,1959,0.6503
snapshot_sym0_date23_pm.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date23_pm.csv,label_60,past,947,1939,0.4884
snapshot_sym0_date24_am.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date24_am.csv,label_5,past,1597,1994,0.8009
snapshot_sym0_date24_am.csv,label_10,future,1989,1989,1.0
snapshot_sym0_date24_am.csv,label_10,past,1293,1989,0.6501
snapshot_sym0_date24_am.csv,label_20,future,1979,1979,1.0
snapshot_sym0_date24_am.csv,label_20,past,1306,1979,0.6599
snapshot_sym0_date24_am.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date24_am.csv,label_40,past,1001,1959,0.511
snapshot_sym0_date24_am.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date24_am.csv,label_60,past,789,1939,0.4069
snapshot_sym0_date24_pm.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date24_pm.csv,label_5,past,1864,1994,0.9348
snapshot_sym0_date24_pm.csv,label_10,future,1989,1989,1.0
snapshot_sym0_date24_pm.csv,label_10,past,1737,1989,0.8733
snapshot_sym0_date24_pm.csv,label_20,future,1979,1979,1.0
snapshot_sym0_date24_pm.csv,label_20,past,1689,1979,0.8535
snapshot_sym0_date24_pm.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date24_pm.csv,label_40,past,1281,1959,0.6539
snapshot_sym0_date24_pm.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date24_pm.csv,label_60,past,936,1939,0.4827
snapshot_sym0_date25_am.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date25_am.csv,label_5,past,1665,1994,0.835
snapshot_sym0_date25_am.csv,label_10,future,1989,1989,1.0
snapshot_sym0_date25_am.csv,label_10,past,1359,1989,0.6833
snapshot_sym0_date25_am.csv,label_20,future,1979,1979,1.0
snapshot_sym0_date25_am.csv,label_20,past,1339,1979,0.6766
snapshot_sym0_date25_am.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date25_am.csv,label_40,past,834,1959,0.4257
snapshot_sym0_date25_am.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date25_am.csv,label_60,past,707,1939,0.3646
snapshot_sym0_date25_pm.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date25_pm.csv,label_5,past,1843,1994,0.9243
snapshot_sym0_date25_pm.csv,label_10,future,1989,1989,1.0
snapshot_sym0_date25_pm.csv,label_10,past,1620,1989,0.8145
snapshot_sym0_date25_pm.csv,label_20,future,1979,1979,1.0
snapshot_sym0_date25_pm.csv,label_20,past,1632,1979,0.8247
snapshot_sym0_date25_pm.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date25_pm.csv,label_40,past,1189,1959,0.6069
snapshot_sym0_date25_pm.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date25_pm.csv,label_60,past,959,1939,0.4946
snapshot_sym0_date26_am.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date26_am.csv,label_5,past,1498,1994,0.7513
snapshot_sym0_date26_am.csv,label_10,future,1989,1989,1.0
snapshot_sym0_date26_am.csv,label_10,past,1224,1989,0.6154
snapshot_sym0_date26_am.csv,label_20,future,1979,1979,1.0
snapshot_sym0_date26_am.csv,label_20,past,1141,1979,0.5766
snapshot_sym0_date26_am.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date26_am.csv,label_40,past,789,1959,0.4028
snapshot_sym0_date26_am.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date26_am.csv,label_60,past,603,1939,0.311
snapshot_sym0_date26_pm.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date26_pm.csv,label_5,past,1948,1994,0.9769
snapshot_sym0_date26_pm.csv,label_10,future,1989,1989,1.0
snapshot_sym0_date26_pm.csv,label_10,past,1871,1989,0.9407
snapshot_sym0_date26_pm.csv,label_20,future,1979,1979,1.0
snapshot_sym0_date26_pm.csv,label_20,past,1867,1979,0.9434
snapshot_sym0_date26_pm.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date26_pm.csv,label_40,past,1696,1959,0.8657
snapshot_sym0_date26_pm.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date26_pm.csv,label_60,past,1402,1939,0.7231
snapshot_sym0_date27_am.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date27_am.csv,label_5,past,1501,1994,0.7528
snapshot_sym0_date27_am.csv,label_10,future,1989,1989,1.0
snapshot_sym0_date27_am.csv,label_10,past,1219,1989,0.6129
snapshot_sym0_date27_am.csv,label_20,future,1979,1979,1.0
snapshot_sym0_date27_am.csv,label_20,past,1060,1979,0.5356
snapshot_sym0_date27_am.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date27_am.csv,label_40,past,668,1959,0.341
snapshot_sym0_date27_am.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date27_am.csv,label_60,past,614,1939,0.3167
snapshot_sym0_date27_pm.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date27_pm.csv,label_5,past,1810,1994,0.9077
snapshot_sym0_date27_pm.csv,label_10,future,1989,1989,1.0
snapshot_sym0_date27_pm.csv,label_10,past,1582,1989,0.7954
snapshot_sym0_date27_pm.csv,label_20,future,1979,1979,1.0
snapshot_sym0_date27_pm.csv,label_20,past,1630,1979,0.8236
snapshot_sym0_date27_pm.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date27_pm.csv,label_40,past,1083,1959,0.5528
snapshot_sym0_date27_pm.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date27_pm.csv,label_60,past,725,1939,0.3739
snapshot_sym0_date28_am.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date28_am.csv,label_5,past,1758,1994,0.8816
snapshot_sym0_date28_am.csv,label_10,future,1989,1989,1.0
snapshot_sym0_date28_am.csv,label_10,past,1496,1989,0.7521
snapshot_sym0_date28_am.csv,label_20,future,1979,1979,1.0
snapshot_sym0_date28_am.csv,label_20,past,1533,1979,0.7746
snapshot_sym0_date28_am.csv,label_40,future,1959,1959,1.0
snapshot_sym0_date28_am.csv,label_40,past,914,1959,0.4666
snapshot_sym0_date28_am.csv,label_60,future,1939,1939,1.0
snapshot_sym0_date28_am.csv,label_60,past,742,1939,0.3827
snapshot_sym0_date28_pm.csv,label_5,future,1994,1994,1.0
snapshot_sym0_date28_pm.csv,label_5,past,1812,1994,0.9087
